"start time", 224
"stop time", 266
"Time (s)","BCG","ECG ch1","ECG ch2"
11.213725,,16042659,12467586
11.214710,,16045739,12467549
11.215666,,16048679,12467375
11.216651,,16048820,12467542
11.217636,,16038531,12466222
11.218592,,16033976,12464929
11.219577,4287340120,16038597,12467557
11.220562,,16041557,12470440
11.221548,,16044222,12470326
11.222503,,16046421,12470046
11.223489,,16046868,12469437
11.224474,,16045449,12470955
11.225459,,16045230,12474617
11.226415,,16045114,12477804
11.227400,4287339418,16048718,12477044
11.228385,,16046419,12474132
11.229341,,16038699,12470555
11.230326,,16037664,12468024
11.231311,,16042139,12468134
11.232297,,16046250,12468854
11.233252,,16046974,12469923
11.234237,,16046783,12470151
11.235223,4287338777,16044405,12471472
11.236208,,16042340,12472860
11.237163,,16041519,12472635
11.238149,,16044530,12472489
11.239134,,16040575,12472946
11.240089,,16043590,12473970
11.241075,,16048900,12474949
11.242060,,16041029,12474905
11.243045,,16037649,12473839
11.244001,4287338108,16037059,12474302
11.244986,,16036699,12473848
11.247613,,16042008,12472115
11.247912,,16045646,12474214
11.248897,,16045372,12477361
11.249883,,16042262,12476960
11.250838,,16037864,12473239
11.251823,4287337482,16033667,12472907
11.252809,,16029539,12472963
11.253794,,16031809,12470827
11.254749,,16036532,12469173
11.255735,,16035917,12470733
11.256720,,16034764,12473992
11.257705,,16039969,12476022
11.258661,,16040816,12476337
11.259646,4287337043,16040255,12476087
11.260631,,16036500,12474822
11.261587,,16033750,12475605
11.262572,,16038416,12478596
11.263557,,16043407,12478011
11.264543,,16044344,12472628
11.265498,,16045598,12470385
11.266483,,16046328,12472170
11.267469,4287336927,16041569,12474198
11.268454,,16038052,12474692
11.269409,,16038877,12475075
11.270395,,16042840,12475351
11.271380,,16042879,12475225
11.272336,,16042904,12476032
11.273321,,16049045,12476032
11.274306,,16048747,12477022
11.275291,,16046005,12479737
11.276247,4287337040,16045967,12480057
11.277232,,16043300,12479727
11.278217,,16042724,12478847
11.279203,,16042937,12475929
11.280158,,16039587,12472087
11.281143,,16039469,12471145
11.282129,,16044171,12469872
11.283084,,16043235,12468260
11.284070,4287337263,16044512,12471664
11.286996,,16043540,12472280
11.287981,,16045075,12472470
11.288966,,16039650,12475437
11.289951,,16039802,12477669
11.290907,,16044684,12478455
11.291892,4287337678,16044124,12477687
11.292878,,16043721,12477180
11.293833,,16046517,12476764
11.294818,,16047873,12477390
11.295804,,16047825,12477777
11.296789,,16045907,12475832
11.297744,,16045589,12470316
11.298730,,16045502,12468807
11.299715,4287338263,16042573,12473315
11.300700,,16042211,12477356
11.301656,,16048474,12477325
11.302641,,16048649,12473343
11.303626,,16047442,12470224
11.304582,,16049177,12470014
11.305567,,16049932,12472924
11.306552,,16053368,12476626
11.307538,,16050893,12476252
11.308493,4287338805,16044344,12474327
11.309478,,16044437,12472555
11.310464,,16048171,12471685
11.311449,,16052772,12472733
11.312404,,16054165,12473614
11.313390,,16052854,12474480
11.314375,,16056044,12474578
11.315330,,16059192,12473463
11.316316,4287339454,16059177,12473443
11.317301,,16052915,12473960
11.318286,,16047782,12472796
11.319242,,16040804,12471262
11.320227,,16039588,12471309
11.321212,,16046406,12471951
11.322198,,16051194,12473391
11.323153,,16051261,12476605
11.324138,4287340215,16051625,12480340
11.325124,,16047675,12481190
11.328050,,16049430,12478685
11.329035,,16045807,12477592
11.329990,,16042978,12476385
11.330976,,16043892,12475719
11.331961,4287340935,16043810,12475434
11.332946,,16042260,12473842
11.333902,,16046147,12472708
11.334887,,16048615,12473266
11.335872,,16048657,12475244
11.336828,,16049450,12478563
11.337813,,16050284,12477624
11.338798,,16048727,12475260
11.339784,,16043590,12474032
11.340739,4287341457,16040549,12474899
11.341724,,16045889,12477090
11.342710,,16053370,12480918
11.343695,,16055559,12481572
11.344651,,16057055,12477635
11.345636,,16053747,12475445
11.346621,,16049787,12475961
11.347577,,16048698,12475672
11.348562,4287341866,16052754,12475128
11.349547,,16054825,12477901
11.350532,,16054264,12479594
11.351488,,16053062,12475905
11.352473,,16051560,12472535
11.353459,,16052188,12471857
11.354444,,16051645,12474204
11.355399,,16049210,12475781
11.356385,4287342262,16047919,12476705
11.357370,,16049185,12477234
11.358325,,16051989,12477568
11.359311,,16055608,12478806
11.360296,,16054857,12478273
11.361281,,16049505,12475350
11.362237,,16044894,12474010
11.363222,,16047685,12476529
11.364207,4287342365,16048412,12477918
11.365193,,16047880,12476300
11.368119,,16042280,12476727
11.369074,,16040463,12476264
11.370059,,16046129,12472594
11.371045,,16052696,12468533
11.372030,,16051963,12472327
11.372985,4287341943,16046900,12478135
11.373971,,16041911,12481435
11.374956,,16043678,12484607
11.375941,,16043419,12485334
11.376897,,16039354,12484724
11.377882,,16044552,12483314
11.378867,,16048298,12481765
11.379823,,16048547,12480519
11.380808,4287341297,16050938,12479874
11.381793,,16053894,12479744
11.382779,,16054419,12479181
11.383734,,16049181,12480302
11.384719,,16042703,12481024
11.385705,,16045484,12481285
11.386690,,16047648,12480795
11.387645,,16043952,12479499
11.388631,4287340891,16047221,12480470
11.389616,,16050915,12481635
11.390571,,16049791,12482532
11.391557,,16055939,12481200
11.392542,,16057572,12478523
11.393527,,16049408,12476167
11.394483,,16045816,12475742
11.395468,,16044378,12475409
11.396453,4287340872,16045120,12475407
11.397439,,16045887,12478491
11.398394,,16046147,12480757
11.399379,,16048559,12480641
11.400365,,16053810,12480078
11.401320,,16054184,12480940
11.402305,,16053324,12482565
11.403291,,16054848,12482514
11.404276,,16052740,12482629
11.405232,4287340909,16046493,12482398
11.408158,,16050484,12482268
11.409143,,16054314,12484379
11.410128,,16054217,12484879
11.411113,,16054820,12484237
11.412069,,16058620,12483157
11.413054,4287340965,16055367,12481822
11.414040,,16051215,12480411
11.415025,,16051424,12478760
11.415980,,16047097,12478509
11.416966,,16046447,12480352
11.417951,,16052602,12480576
11.418906,,16051137,12480216
11.419892,,16046606,12479748
11.420877,4287341151,16045162,12480525
11.421862,,16048031,12479357
11.422818,,16051694,12478253
11.423803,,16049582,12478311
11.424788,,16043599,12479518
11.425774,,16046005,12482814
11.426729,,16052155,12485559
11.427714,,16049831,12486660
11.428700,4287341347,16045310,12487715
11.429685,,16047747,12485515
11.430640,,16051335,12484010
11.431626,,16046885,12485084
11.432611,,16049151,12486910
11.433566,,16056607,12487337
11.434552,,16060205,12487636
11.435537,,16053284,12491263
11.436522,,16047462,12490115
11.437478,4287341360,16046980,12485307
11.438463,,16046885,12480520
11.439448,,16049864,12477888
11.440434,,16048845,12478750
11.441389,,16045948,12480862
11.442374,,16045475,12483945
11.443360,,16051025,12485072
11.444315,,16053224,12483473
11.445300,4287341189,16050380,12482451
11.446286,,16049712,12482342
11.449212,,16049172,12484341
11.450197,,16042926,12485964
11.451152,,16046904,12486315
11.452138,,16046999,12484970
11.453123,4287341256,16039997,12483290
11.454108,,16043669,12484315
11.455064,,16053026,12484342
11.456049,,16051304,12481926
11.457034,,16049319,12481567
11.458020,,16046372,12483744
11.458975,,16043748,12485619
11.459960,,16044114,12486367
11.460946,4287341530,16051498,12487269
11.461931,,16053640,12486313
11.462886,,16050072,12486042
11.463872,,16052080,12487230
11.464857,,16054727,12486435
11.465813,,16052571,12487236
11.466798,,16054662,12488358
11.467783,,16055161,12488356
11.468768,,16049890,12488140
11.469724,4287341702,16043560,12490141
11.470709,,16040960,12489675
11.471694,,16042414,12488527
11.472680,,16053429,12487515
11.473635,,16059043,12484993
11.474621,,16055385,12483032
11.475606,,16051747,12484627
11.476561,,16052753,12486730
11.477547,4287341820,16055459,12486679
11.478532,,16051967,12484736
11.479517,,16046082,12484511
11.480473,,16044577,12487429
11.481458,,16043547,12488429
11.482443,,16046260,12488663
11.483428,,16051975,12489742
11.484384,,16049802,12488526
11.485369,4287341857,16045835,12486733
11.486355,,16047942,12487480
11.489281,,16049390,12487749
11.490266,,16049298,12489596
11.491221,,16047428,12489272
11.492207,,16045451,12486639
11.493192,,16045810,12484677
11.494177,4287341935,16049322,12485084
11.495133,,16051665,12485392
11.496118,,16054630,12485276
11.497103,,16051502,12484609
11.498059,,16049959,12483632
11.499044,,16048119,12482297
11.500029,,16045795,12483869
11.501015,,16049015,12488716
11.501970,4287341934,16054735,12490762
11.502955,,16055819,12487226
11.503941,,16050513,12485424
11.504926,,16047732,12485639
11.505881,,16052555,12485077
11.506867,,16054171,12484654
11.507852,,16050422,12485377
11.508807,,16046887,12486976
11.509793,4287341709,16044237,12487179
11.510778,,16049117,12487313
11.511763,,16055457,12490223
11.512719,,16048269,12492060
11.513704,,16045801,12489465
11.514689,,16052261,12487497
11.515645,,16053704,12489189
11.516630,,16052020,12490844
11.517615,4287341481,16049389,12486289
11.518601,,16046829,12483582
11.519556,,16046858,12486984
11.520541,,16047511,12488427
11.521527,,16044374,12487714
11.522512,,16045995,12487926
11.523467,,16052112,12488776
11.524453,,16052264,12488887
11.525438,,16049538,12489012
11.526394,4287341304,16051974,12488731
11.527379,,16057145,12488914
11.530305,,16062490,12489048
11.531290,,16058371,12487195
11.532275,,16053554,12483156
11.533261,,16050359,12482450
11.534216,4287341097,16047420,12481975
11.535202,,16046365,12484311
11.536187,,16048642,12491497
11.537142,,16048667,12494584
11.538128,,16044055,12494257
11.539113,,16044557,12493844
11.540098,,16046730,12492371
11.541054,,16049349,12491605
11.542039,4287340822,16048539,12491075
11.543024,,16047815,12491113
11.544009,,16047155,12492002
11.544965,,16046613,12491979
11.545950,,16047159,12491885
11.546936,,16046747,12491941
11.547921,,16047557,12492199
11.548876,,16047826,12493266
11.549862,4287340631,16048189,12493403
11.550847,,16052550,12492921
11.551802,,16051784,12492654
11.552788,,16050582,12490905
11.553773,,16057874,12487552
11.554758,,16059549,12486286
11.555714,,16050974,12487482
11.556699,,16046698,12490527
11.557684,,16047235,12491764
11.558640,4287340745,16045467,12493036
11.559625,,16045263,12495448
11.560610,,16047214,12496016
11.561596,,16045206,12496013
11.562551,,16039553,12496240
11.563536,,16041567,12494962
11.564522,,16045140,12494802
11.565507,,16039477,12494379
11.566462,4287340877,16036435,12493705
11.567448,,16036929,12493588
11.570075,,16039791,12495296
11.570374,,16036296,12495150
11.571359,,16036737,12494062
11.572344,,16042690,12493879
11.573300,,16046087,12493776
11.574285,4287340974,16046410,12492971
11.575270,,16048760,12493759
11.576256,,16053979,12495434
11.577211,,16051264,12495602
11.578196,,16046222,12495642
11.579182,,16044820,12494905
11.580137,,16042224,12492533
11.581122,,16041956,12492871
11.582108,4287341073,16044988,12495232
11.583093,,16045995,12499123
11.584048,,16045358,12500370
11.585034,,16047643,12500931
11.586019,,16050166,12501700
11.587004,,16047607,12499168
11.587960,,16048105,12493879
11.588945,,16056289,12490277
11.589930,,16055156,12488789
11.590886,4287341114,16049395,12489262
11.591871,,16045643,12493484
11.592856,,16042911,12496202
11.593842,,16045349,12495196
11.594797,,16046362,12493848
11.595783,,16037541,12493845
11.596768,,16036440,12493472
11.597753,,16042955,12493382
11.598709,4287341130,16045824,12494512
11.599694,,16047859,12496218
11.600679,,16048475,12497221
11.601635,,16050409,12498592
11.602620,,16051719,12498644
11.603605,,16052020,12498030
11.604590,,16051337,12496945
11.605546,,16051414,12496249
11.606531,4287341131,16047296,12494034
11.609457,,16049956,12492172
11.610443,,16043016,12493727
11.611428,,16034797,12495473
11.612383,,16035820,12495544
11.613369,,16041810,12495249
11.614354,4287341141,16050625,12494544
11.615339,,16054158,12493400
11.616295,,16048904,12492515
11.617280,,16050784,12491119
11.618265,,16052499,12488744
11.619251,,16050097,12487404
11.620206,,16046777,12487393
11.621191,,16045095,12489985
11.622177,,16044432,12494347
11.623132,4287341123,16041343,12496817
11.624117,,16038562,12496826
11.625103,,16040184,12495646
11.626088,,16046707,12495405
11.627043,,16047680,12496652
11.628029,,16049572,12496462
11.629014,,16052857,12494429
11.629999,,16051272,12491525
11.630955,4287340933,16049482,12489941
11.631940,,16047437,12489508
11.632925,,16044460,12490637
11.633881,,16040759,12492729
11.634866,,16041407,12493332
11.635851,,16041469,12492982
11.636837,,16042360,12493800
11.637792,,16043059,12495079
11.638777,4287340568,16049014,12495583
11.639763,,16049017,12495179
11.640748,,16043189,12495131
11.641703,,16043764,12495799
11.642689,,16044701,12496443
11.643674,,16042914,12497057
11.644629,,16041122,12497778
11.645615,,16037315,12497223
11.646600,4287340333,16031031,12496502
11.647585,,16031235,12496438
11.650511,,16046716,12491952
11.651497,,16047858,12493257
11.652452,,16048449,12494395
11.653437,,16046381,12495627
11.654423,,16043833,12496939
11.655378,4287340273,16036580,12496550
11.656364,,16033202,12494110
11.657349,,16034235,12493405
11.658334,,16034499,12493820
11.659290,,16037877,12494005
11.660275,,16040534,12491782
11.661260,,16042649,12491027
11.662245,,16044793,12495184
11.663201,4287340359,16044092,12499462
11.664186,,16041586,12501445
11.665171,,16040300,12500902
11.666127,,16037902,12497362
11.667112,,16038254,12493883
11.668098,,16037655,12492745
11.669083,,16039767,12493037
11.670038,,16039697,12494234
11.671024,4287340548,16039990,12496734
11.672009,,16038057,12496570
11.672964,,16037520,12494526
11.673950,,16036692,12494605
11.674935,,16031824,12496611
11.675920,,16031419,12499260
11.676876,,16037721,12499576
11.677861,,16041465,12497896
11.678846,4287340852,16037480,12496124
11.679832,,16034132,12494440
11.680787,,16038998,12492994
11.681772,,16045759,12493789
11.682758,,16055064,12494007
11.683743,,16057665,12493447
11.684698,,16056910,12496627
11.685684,,16060505,12500359
11.686669,,16064058,12499927
11.687624,4287341156,16057422,12497789
11.690580,,16034460,12488453
11.691536,,16030848,12494780
11.692521,,16031424,12497478
11.693506,,16029195,12496924
11.694492,,16031429,12497482
11.695447,4287341207,16033753,12498039
11.696432,,16035980,12497542
11.697418,,16037991,12492971
11.698373,,16036599,12485610
11.699358,,16033315,12484137
11.700344,,16040562,12488054
11.701329,,16049294,12491294
11.702284,,16044862,12494132
11.703270,4287341032,16037879,12494942
11.704255,,16036929,12494775
11.705240,,16037133,12496004
11.706196,,16033614,12496024
11.707181,,16039900,12492867
11.708166,,16049187,12491210
11.709122,,16045929,12493530
11.710107,,16039902,12495719
11.711092,4287340867,16039979,12496988
11.712078,,16041917,12496206
11.713033,,16044304,12496669
11.714018,,16038959,12496610
11.715004,,16037399,12493171
11.715989,,16036384,12492960
11.716945,,16031314,12495653
11.717930,,16029772,12495273
11.718915,,16030795,12493836
11.719871,4287340992,16033272,12493442
11.720856,,16031462,12496313
11.721841,,16036032,12498477
11.722826,,16043349,12499070
11.723782,,16044045,12500855
11.724767,,16039611,12499018
11.725752,,16032402,12496395
11.726708,,16037106,12495882
11.727693,4287341200,16042274,12498160
11.730619,,16034802,12496730
11.731605,,16039734,12494431
11.732590,,16040530,12492936
11.733575,,16036654,12489962
11.734531,,16039214,12494091
11.735516,4287341217,16041024,12498930
11.736501,,16032862,12498570
11.737487,,16027899,12497434
11.738442,,16032954,12494861
11.739427,,16037359,12492734
11.740413,,16039615,12492530
11.741368,,16039116,12492565
11.742353,,16038702,12493480
11.743339,,16039295,12494037
11.744324,4287341082,16035039,12492555
11.745279,,16037749,12490428
11.746265,,16041506,12490922
11.747250,,16039576,12493465
11.748205,,16034491,12495619
11.749191,,16031092,12497220
11.750176,,16033057,12498477
11.751161,,16039560,12498720
11.752117,4287340871,16039530,12496793
11.753102,,16038631,12496615
11.754087,,16046767,12499931
11.755073,,16051637,12500644
11.756028,,16045819,12498244
11.757013,,16038825,12495999
11.757999,,16033564,12494756
11.758984,,16033497,12497102
11.759939,4287340666,16030954,12499147
11.760925,,16030044,12496496
11.761910,,16035787,12494954
11.762865,,16039072,12495468
11.763851,,16029753,12496996
11.764836,,16024998,12498287
11.765821,,16030857,12498037
11.766777,,16037323,12498588
11.767762,4287340589,16042565,12500244
11.768747,,16039837,12499912
11.771673,,16047238,12493747
11.772659,,16040519,12495460
11.773614,,16033277,12495034
11.774599,,16031308,12494315
11.775585,,16029521,12494742
11.776570,4287340634,16027312,12495299
11.777526,,16027215,12496074
11.778511,,16029495,12496667
11.779496,,16037212,12498259
11.780452,,16040413,12501134
11.781437,,16041151,12502717
11.782422,,16037419,12500915
11.783407,,16031429,12497746
11.784363,4287340827,16026437,12495352
11.785348,,16029239,12495960
11.786333,,16030522,12497757
11.787319,,16026164,12498225
11.788274,,16023269,12499120
11.789260,,16026794,12498712
11.790245,,16032604,12499432
11.791200,,16038796,12500243
11.792186,4287341114,16036975,12499196
11.793171,,16035776,12498752
11.794156,,16036592,12497167
11.795112,,16034590,12496326
11.796097,,16035907,12495780
11.797082,,16040024,12494682
11.798068,,16038492,12496462
11.799023,,16039068,12497237
11.800008,4287341518,16042132,12496584
11.800994,,16035755,12495566
11.801979,,16033032,12494189
11.802934,,16036524,12493650
11.803920,,16037642,12493264
11.804905,,16036444,12493589
11.805860,,16033019,12493645
11.806846,,16030505,12495571
11.807831,,16030809,12499884
11.808816,4287341827,16032760,12499884
11.811742,,16038637,12495656
11.812698,,16037714,12494543
11.813683,,16034959,12495652
11.814668,,16029638,12497550
11.815654,,16029050,12498675
11.816609,4287341894,16031414,12499295
11.817594,,16033313,12497357
11.818580,,16037910,12497408
11.819565,,16039727,12498285
11.820520,,16037206,12498425
11.821506,,16030909,12498384
11.822491,,16029197,12496099
11.823446,,16034776,12497587
11.824432,4287341848,16035314,12498853
11.825417,,16031885,12497545
11.826402,,16032003,12496376
11.827358,,16032946,12498805
11.828343,,16037099,12500455
11.829328,,16035706,12499454
11.830314,,16031695,12499799
11.831269,,16030469,12501164
11.832254,4287341676,16031019,12499362
11.833240,,16038370,12496814
11.834195,,16041480,12496260
11.835180,,16035893,12495234
11.836166,,16035289,12494704
11.837151,,16035849,12497756
11.838107,,16036732,12502122
11.839092,,16041027,12504879
11.840077,,16041123,12505436
11.841062,4287341222,16042334,12504699
11.842018,,16040066,12501834
11.843003,,16037247,12500877
11.843988,,16038312,12501200
11.844944,,16037577,12501464
11.845929,,16038958,12502854
11.846914,,16034692,12500693
11.847900,,16028150,12499126
11.848855,4287340676,16026663,12496499
11.849841,,16035886,12492369
11.852767,,16041359,12498700
11.853752,,16044499,12497286
11.854737,,16040092,12496250
11.855693,,16036281,12496045
11.856678,4287340197,16041269,12496915
11.857663,,16041869,12498767
11.858649,,16035577,12500892
11.859604,,16033804,12501078
11.860589,,16036841,12500453
11.861575,,16038350,12502345
11.862560,,16040219,12503894
11.863515,,16042545,12503544
11.864501,4287339842,16044933,12499687
11.865486,,16046430,12498350
11.866441,,16044743,12500669
11.867427,,16042695,12502034
11.868412,,16045635,12501385
11.869397,,16048718,12500137
11.870353,,16049184,12502128
11.871338,,16046662,12505658
11.872323,,16048230,12506069
11.873309,4287339575,16047894,12501640
11.874264,,16045455,12499298
11.875249,,16045480,12500400
11.876235,,16049651,12499505
11.877190,,16050772,12498624
11.878175,,16053177,12496339
11.879161,,16055182,12494650
11.880146,,16050040,12496670
11.881101,4287339414,16045717,12498557
11.882087,,16042148,12498163
11.883072,,16040607,12497953
11.884057,,16040387,12498699
11.885013,,16039234,12499934
11.885998,,16038952,12497930
11.886983,,16039902,12495185
11.887939,,16039449,12495729
11.888924,4287339463,16037215,12501073
11.889909,,16035397,12501291
11.892835,,16044261,12498746
11.893821,,16050182,12500941
11.894806,,16045548,12501710
11.895761,,16045197,12501517
11.896747,4287339759,16047810,12501504
11.897732,,16051386,12500080
11.898688,,16049707,12497822
11.899673,,16046309,12499272
11.900658,,16045267,12500339
11.901643,,16047265,12498612
11.902599,,16052629,12495550
11.903584,,16053232,12495700
11.904569,,16051247,12496973
11.905555,4287340046,16048554,12498951
11.906510,,16047630,12500553
11.907495,,16053663,12500764
11.908481,,16058440,12500550
11.909436,,16056589,12501296
11.910422,,16055309,12502409
11.911407,,16051834,12500619
11.912392,,16049974,12499427
11.913348,4287340300,16055339,12500950
11.914333,,16057990,12502729
11.915318,,16054607,12502475
11.916303,,16051395,12500150
11.917259,,16051432,12499154
11.918244,,16048967,12501258
11.919230,,16042722,12503299
11.920185,,16041010,12503058
11.921170,4287340546,16042390,12500839
11.922156,,16047999,12499180
11.923141,,16044532,12498761
11.924096,,16040975,12501229
11.925082,,16037225,12501289
11.926067,,16030747,12499609
11.927052,,16032685,12500423
11.928008,,16036039,12501519
11.928993,4287340748,16034074,12500683
11.929978,,16036930,12500250
11.932904,,16049607,12500835
11.933890,,16050455,12499620
11.934845,,16048596,12498132
11.935830,,16054257,12498044
11.936816,,16061455,12497219
11.937801,4287340937,16064447,12498194
11.938756,,16065741,12500613
11.939742,,16068654,12501782
11.940727,,16071602,12502471
11.941682,,16070420,12503587
11.942668,,16071281,12502384
11.943653,,16074201,12498199
11.944638,,16072612,12495666
11.945594,4287341063,16070666,12493085
11.946579,,16069825,12491739
11.947564,,16076183,12492178
11.948550,,16084540,12493015
11.949505,,16080368,12495515
11.950490,,16080819,12496903
11.951476,,16090491,12497522
11.952431,,16092025,12497943
11.953416,4287341138,16082242,12496684
11.954402,,16075629,12494399
11.955387,,16074682,12490796
11.956342,,16074258,12487729
11.957328,,16074177,12492459
11.958313,,16073222,12495795
11.959298,,16073780,12493967
11.960254,,16074058,12492269
11.961239,4287341135,16072305,12488717
11.962224,,16070330,12486044
11.963180,,16069935,12488217
11.964165,,16073013,12490865
11.965150,,16070707,12491080
11.966136,,16069222,12493713
11.967091,,16076559,12496567
11.968076,,16078805,12499237
11.969062,,16075960,12498396
11.970047,4287340851,16075237,12494355
11.971003,,16074227,12492756
11.973929,,16071560,12492709
11.974914,,16071134,12491779
11.975899,,16066898,12491264
11.976884,,16062734,12491085
11.977840,4287340430,16062934,12492939
11.978825,,16064549,12494217
11.979811,,16063459,12491960
11.980796,,16066817,12489592
11.981751,,16067831,12491373
11.982737,,16062730,12494259
11.983722,,16060150,12495070
11.984677,,16058810,12493697
11.985663,4287340142,16061963,12492145
11.986648,,16067450,12490065
11.987633,,16067524,12487679
11.988589,,16063276,12487565
11.989574,,16058527,12485787
11.990559,,16055698,12483885
11.991515,,16055716,12489149
11.992500,,16055412,12496219
11.993485,4287340044,16056690,12499334
11.994471,,16057866,12498759
11.995426,,16059753,12496435
11.996411,,16064145,12494644
11.997397,,16063533,12494252
11.998382,,16067493,12493667
11.999337,,16072628,12492420
12.000323,,16073905,12491192
12.001308,,16067224,12492336
12.002293,4287340143,16061402,12495054
12.003249,,16061875,12496402
12.004234,,16058866,12495045
12.005219,,16054925,12493837
12.006175,,16056611,12491298
12.007160,,16060459,12489005
12.008145,,16062638,12488732
12.009131,,16063579,12490842
12.010086,4287340517,16066323,12493562
12.011071,,16064590,12494497
12.013699,,16060484,12492984
12.013997,,16061160,12493518
12.014983,,16060037,12491775
12.015968,,16054919,12491565
12.016923,,16055728,12496067
12.017909,4287341185,16059728,12498091
12.018894,,16057360,12495184
12.019879,,16054744,12492692
12.020835,,16054302,12494172
12.021820,,16053150,12494535
12.022805,,16051072,12493282
12.023761,,16055468,12490877
12.024746,,16060064,12487232
12.025731,,16063752,12483311
12.026717,4287341803,16064310,12484486
12.027672,,16059975,12489771
12.028657,,16061519,12492579
12.029643,,16066149,12491741
12.030628,,16064553,12491617
12.031584,,16061160,12490444
12.032569,,16056572,12489111
12.033554,,16059520,12487262
12.034510,4287342128,16065402,12485609
12.035495,,16062307,12486610
12.036480,,16058487,12488527
12.037465,,16058937,12490934
12.038421,,16064704,12492727
12.039406,,16069525,12492306
12.040392,,16065805,12491547
12.041377,,16061218,12490666
12.042332,4287342480,16058031,12488844
12.043318,,16055459,12487132
12.044303,,16053742,12488334
12.045258,,16050369,12489030
12.046244,,16052917,12488971
12.047229,,16058179,12491987
12.048214,,16057733,12494389
12.049170,,16052044,12493869
12.050155,4287343022,16043627,12490482
12.051140,,16046497,12485875
12.054066,,16055392,12485467
12.055052,,16052245,12484404
12.056007,,16059999,12487739
12.056992,,16063995,12489811
12.057978,,16067349,12489265
12.058963,4287343321,16065687,12488015
12.059918,,16063462,12488042
12.060904,,16064114,12489742
12.061889,,16060644,12491102
12.062874,,16058719,12491454
12.063830,,16061129,12491627
12.064815,,16062199,12491429
12.065800,,16055039,12489599
12.066756,4287343089,16050670,12489051
12.067741,,16048839,12490382
12.068726,,16051840,12489962
12.069712,,16056129,12488792
12.070667,,16060572,12487806
12.071652,,16065767,12485603
12.072638,,16067917,12483476
12.073623,,16063555,12484560
12.074578,4287342428,16061814,12485059
12.075564,,16058423,12482906
12.076549,,16053610,12483479
12.077504,,16052388,12486377
12.078490,,16053807,12490719
12.079475,,16057139,12494944
12.080460,,16059755,12494862
12.081416,,16060620,12492665
12.082401,4287341691,16056710,12489174
12.083386,,16053547,12486158
12.084372,,16054767,12486608
12.085327,,16062207,12488128
12.086312,,16063027,12488652
12.087298,,16065904,12488490
12.088253,,16072096,12488619
12.089238,,16071293,12489674
12.090224,,16066125,12489644
12.091209,4287341138,16060199,12488350
12.093837,,16053009,12489781
12.094135,,16058160,12490058
12.095120,,16062215,12490229
12.096076,,16065601,12490327
12.097061,,16064745,12489825
12.098046,,16067558,12489767
12.099002,4287340817,16074019,12489599
12.099987,,16074642,12487597
12.100973,,16069944,12486809
12.101958,,16065978,12489741
12.102913,,16067989,12492262
12.103899,,16065225,12492525
12.104884,,16060127,12490415
12.105869,,16058967,12487376
12.106825,4287340734,16059764,12485034
12.107810,,16054441,12485334
12.108795,,16060959,12487417
12.109751,,16070169,12487655
12.110736,,16072550,12485447
12.111721,,16070242,12484441
12.112707,,16066439,12486441
12.113662,,16061677,12488717
12.114647,4287340847,16058086,12487724
12.115633,,16059970,12486196
12.116618,,16062538,12485392
12.117573,,16061343,12485944
12.118559,,16058379,12486815
12.119544,,16051938,12486697
12.120499,,16047982,12486785
12.121485,,16047847,12486878
12.122470,,16052626,12486549
12.123455,4287341111,16062999,12486905
12.124411,,16067539,12484886
12.125396,,16061912,12482735
12.126381,,16056474,12483065
12.127367,,16053346,12484234
12.128322,,16052364,12484651
12.129307,,16054756,12484862
12.130293,,16061859,12483722
12.133219,4287341124,16055952,12486647
12.134204,,16056253,12485390
12.135159,,16062344,12485445
12.136145,,16065038,12485442
12.137130,,16058234,12485847
12.138115,,16054738,12488520
12.139071,4287340513,16055619,12488948
12.140056,,16057180,12486928
12.141041,,16064492,12483423
12.141997,,16068546,12482302
12.142982,,16066460,12484619
12.143967,,16059450,12484708
12.144953,,16057769,12483767
12.145908,,16061697,12485579
12.146893,4287339594,16062557,12486887
12.147879,,16062747,12486064
12.148864,,16065410,12485030
12.149819,,16063079,12483924
12.150805,,16061138,12484407
12.151790,,16063984,12485302
12.152746,,16066670,12485245
12.153731,,16061154,12485973
12.154716,,16062586,12486014
12.155701,4287338737,16067635,12485800
12.156657,,16068505,12485449
12.157642,,16067663,12484264
12.158627,,16069176,12483432
12.159613,,16071114,12483114
12.160568,,16069492,12482963
12.161554,,16063995,12483322
12.162539,,16063897,12484009
12.163494,4287338135,16066802,12485224
12.164480,,16066030,12486450
12.165465,,16060055,12487609
12.166450,,16052069,12487537
12.167406,,16062047,12487746
12.168391,,16073963,12486643
12.169376,,16070355,12486782
12.170361,,16069030,12490140
12.171317,4287337951,16066072,12493085
12.173944,,16062217,12489130
12.174243,,16065157,12486712
12.175228,,16070019,12484438
12.176214,,16068581,12482911
12.177199,,16060839,12483550
12.178154,,16060302,12484559
12.179140,4287338203,16067321,12487069
12.180125,,16070354,12487620
12.181110,,16070937,12487699
12.182066,,16071479,12487554
12.183051,,16071242,12487445
12.184036,,16070604,12487694
12.184992,,16071125,12486847
12.185977,,16075990,12486627
12.186962,,16076304,12487583
12.187948,4287338757,16069725,12485671
12.188903,,16066447,12485351
12.189888,,16066866,12489027
12.190874,,16065015,12488354
12.191859,,16066123,12483954
12.192814,,16071432,12479942
12.193800,,16075071,12478817
12.194785,,16076620,12481365
