"start time", 224
"stop time", 266
"Time (s)","BCG","ECG ch1","ECG ch2"
24.380463,4287341056,16154852,13129602
24.383091,,16156938,13129177
24.383389,,16149599,13131895
24.384345,,16144127,13132509
24.385330,,16145455,13131021
24.386315,,16145577,13129582
24.387301,,16142874,13130278
24.388256,,16144357,13130243
24.389242,4287341107,16146603,13131241
24.390227,,16144079,13134188
24.391212,,16145655,13134941
24.392168,,16154173,13133345
24.393153,,16154705,13131689
24.394138,,16148105,13130413
24.395094,,16149690,13129257
24.396079,,16155079,13129213
24.397064,4287341142,16154924,13130070
24.398049,,16149909,13133989
24.399005,,16148993,13138237
24.399990,,16154204,13137307
24.400976,,16153928,13131904
24.401961,,16150270,13128540
24.402916,,16150284,13128327
24.403902,,16155323,13128137
24.404887,4287341037,16156866,13128730
24.405842,,16151690,13129223
24.406828,,16146516,13127396
24.407813,,16146046,13126677
24.408798,,16149755,13127617
24.409754,,16155285,13127280
24.410739,,16156647,13125824
24.411724,,16156803,13125854
24.412710,4287340884,16153257,13127207
24.413665,,16146488,13129599
24.414650,,16142957,13132555
24.415636,,16138250,13133986
24.416591,,16139802,13132545
24.417576,,16146294,13133335
24.418562,,16145790,13133572
24.419547,,16141049,13129109
24.420502,,16139384,13121481
24.423458,4287340683,16147559,13129700
24.424414,,16145711,13135702
24.425399,,16145329,13136504
24.426384,,16145330,13133222
24.427340,,16144779,13132707
24.428325,,16151253,13134757
24.429310,4287340439,16156097,13133988
24.430296,,16148077,13133567
24.431251,,16145705,13134166
24.432236,,16147789,13134937
24.433222,,16149279,13136554
24.434207,,16149501,13136796
24.435162,,16149742,13136958
24.436148,,16149716,13137734
24.437133,4287340256,16148504,13138017
24.438088,,16150419,13136090
24.439074,,16151085,13132812
24.440059,,16148643,13129934
24.441044,,16150215,13130322
24.442000,,16150394,13135001
24.442985,,16145632,13138906
24.443970,,16142700,13136789
24.444956,4287340229,16145540,13134310
24.445911,,16149128,13134878
24.446896,,16151108,13134060
24.447882,,16152750,13132706
24.448837,,16152434,13132300
24.449823,,16150054,13133867
24.450808,,16148385,13133819
24.451793,,16148844,13135437
24.452749,,16145955,13135511
24.453734,4287340375,16145628,13134054
24.454719,,16151659,13131825
24.455704,,16152423,13132064
24.456660,,16150300,13133640
24.457645,,16151180,13134122
24.458630,,16149102,13134927
24.459586,,16145341,13135838
24.460571,,16144039,13136539
24.463497,4287340523,16149766,13137990
24.464483,,16154824,13136454
24.465468,,16154947,13135101
24.466423,,16153236,13133919
24.467409,,16151083,13132819
24.468394,,16148557,13133525
24.469379,4287340600,16144905,13134568
24.470335,,16144490,13135476
24.471320,,16152182,13136878
24.472305,,16156050,13137728
24.473291,,16152969,13136856
24.474246,,16151308,13135560
24.475231,,16151112,13134581
24.476217,,16152392,13134240
24.477202,4287340600,16153036,13133629
24.478157,,16153030,13133068
24.479143,,16149029,13135553
24.480128,,16148330,13137520
24.481083,,16149779,13138542
24.482069,,16150998,13139334
24.483054,,16151499,13139987
24.484039,,16150411,13140133
24.484995,,16149454,13139004
24.485980,4287340469,16148485,13133080
24.486965,,16150537,13128889
24.487951,,16152300,13129004
24.488906,,16151437,13131652
24.489891,,16149839,13136092
24.490877,,16151668,13139054
24.491832,,16152624,13138149
24.492817,,16148035,13137632
24.493803,4287340370,16142863,13137274
24.494788,,16142977,13134735
24.495743,,16149433,13131355
24.496729,,16151727,13129005
24.497714,,16151689,13131495
24.498699,,16152783,13134031
24.499655,,16152457,13135560
24.500640,,16152307,13137244
24.503566,4287340304,16145466,13143439
24.504551,,16143991,13143099
24.505537,,16148377,13142646
24.506492,,16150325,13141613
24.507477,,16149499,13139989
24.508463,,16151424,13138640
24.509418,4287340260,16153389,13137480
24.510404,,16154937,13137455
24.511389,,16152017,13138072
24.512374,,16145600,13138695
24.513330,,16144839,13139980
24.514315,,16151185,13139790
24.515300,,16154525,13139491
24.516285,,16151064,13138412
24.517241,,16147841,13138187
24.518226,4287340279,16148490,13140287
24.519211,,16147836,13141064
24.520197,,16147135,13140362
24.521152,,16147511,13141011
24.522138,,16151032,13141325
24.523123,,16154609,13140240
24.524078,,16149769,13139985
24.525064,,16146652,13140305
24.526049,4287340362,16149878,13139804
24.527034,,16153272,13140555
24.527990,,16151877,13142234
24.528975,,16148614,13141744
24.529960,,16149237,13138034
24.530916,,16149145,13136395
24.531901,,16145970,13138076
24.532886,,16146980,13137390
24.533872,4287340507,16149930,13136756
24.534827,,16151933,13136354
24.535812,,16149800,13136914
24.536798,,16145027,13140002
24.537783,,16147776,13140844
24.538738,,16150650,13140664
24.539724,,16150906,13141214
24.540709,,16152072,13142178
24.541664,4287340655,16153816,13142452
24.544620,,16143692,13139094
24.545576,,16144602,13138220
24.546561,,16149900,13140266
24.547546,,16153954,13142295
24.548532,,16151554,13143185
24.549487,,16146532,13143311
24.550472,4287340827,16141830,13144999
24.551458,,16143020,13145945
24.552413,,16152872,13144415
24.553398,,16158956,13140803
24.554384,,16156819,13140220
24.555369,,16149341,13142617
24.556324,,16146929,13143002
24.557310,,16148678,13141660
24.558295,4287341062,16148190,13141216
24.559280,,16148418,13141174
24.560236,,16152300,13142264
24.561221,,16157731,13143244
24.562206,,16155881,13144735
24.563162,,16149344,13145952
24.564147,,16146237,13143299
24.565132,,16149118,13139372
24.566118,4287341249,16152259,13137974
24.567073,,16153135,13137918
24.568058,,16145354,13138095
24.569044,,16143126,13138764
24.570029,,16148482,13141849
24.570985,,16151222,13144044
24.571970,,16151145,13144212
24.572955,,16153397,13143994
24.573911,4287341371,16155193,13144290
24.574896,,16151518,13142089
24.575881,,16149593,13138348
24.576866,,16148978,13137254
24.577822,,16146174,13139316
24.578807,,16145369,13139552
24.579792,,16148210,13139883
24.580778,,16151483,13140608
24.581733,,16149439,13143397
24.584659,4287341466,16145722,13146380
24.585645,,16144983,13143082
24.586630,,16145524,13141625
24.587615,,16145759,13143100
24.588571,,16146194,13144089
24.589556,,16146662,13144220
24.590541,4287341545,16148085,13142105
24.591527,,16149557,13142320
24.592482,,16151692,13143789
24.593467,,16151767,13143202
24.594453,,16150256,13142139
24.595408,,16151087,13141618
24.596393,,16150082,13141582
24.597379,,16149307,13141223
24.598364,4287341542,16148937,13141502
24.599319,,16152086,13143128
24.600305,,16154532,13144674
24.601290,,16152223,13145406
24.602275,,16152830,13145463
24.603231,,16153009,13144864
24.604216,,16147987,13143944
24.605201,,16149348,13143314
24.606157,4287341403,16151912,13143550
24.607142,,16152133,13145443
24.608127,,16148045,13145955
24.609113,,16147186,13145129
24.610068,,16148389,13146800
24.611053,,16146010,13148773
24.612039,,16147703,13148674
24.613024,,16147719,13149597
24.613979,,16148953,13148396
24.614965,4287341179,16153107,13145982
24.615950,,16152260,13144222
24.616905,,16146858,13143388
24.617891,,16143347,13144275
24.618876,,16146998,13145347
24.619861,,16151254,13144194
24.620817,,16151549,13142018
24.621802,,16149498,13142236
24.622787,4287340969,16149017,13145479
24.625713,,16151474,13145320
24.626699,,16146545,13146960
24.627654,,16146857,13147763
24.628639,,16148572,13147649
24.629625,,16146860,13148480
24.630610,4287340765,16144776,13150343
24.631566,,16145092,13151579
24.632551,,16152643,13152469
24.633536,,16159255,13153441
24.634521,,16158650,13152874
24.635477,,16152812,13149834
24.636462,,16149390,13147111
24.637447,,16153416,13147160
24.638403,4287340632,16152274,13149083
24.639388,,16146827,13150226
24.640373,,16148613,13150949
24.641359,,16150935,13151963
24.642314,,16153626,13153800
24.643300,,16156577,13155300
24.644285,,16155392,13155305
24.645240,,16154085,13152986
24.646226,,16154505,13149833
24.647211,4287340558,16157515,13146914
24.648196,,16155840,13145695
24.649152,,16150764,13148617
24.650137,,16148976,13152524
24.651122,,16150790,13153019
24.652108,,16153895,13153131
24.653063,,16153994,13153203
24.654048,,16153433,13151970
24.655034,4287340502,16155989,13149651
24.656019,,16157157,13149797
24.656974,,16155164,13152919
24.657960,,16153804,13154434
24.658945,,16152789,13152860
24.659900,,16148615,13151910
24.660886,,16146926,13151902
24.661871,,16149517,13150936
24.662856,4287340405,16149970,13149994
24.665782,,16149410,13151619
24.666768,,16148050,13150724
24.667723,,16150248,13149794
24.668708,,16147109,13147455
24.669694,,16144885,13146254
24.670649,,16150300,13146532
24.671634,4287340281,16155410,13150037
24.672620,,16157364,13154102
24.673605,,16155679,13156487
24.674560,,16152165,13153805
24.675546,,16151534,13150280
24.676531,,16150255,13149682
24.677516,,16150936,13149850
24.678472,,16157845,13150265
24.679457,4287340176,16160604,13151438
24.680442,,16155483,13152976
24.681398,,16148584,13153764
24.682383,,16151607,13154690
24.683368,,16153165,13156967
24.684354,,16152372,13156579
24.685309,,16154624,13153632
24.686294,,16154190,13152026
24.687280,4287340259,16152851,13150578
24.688235,,16152353,13149713
24.689220,,16150127,13149384
24.690206,,16151867,13150186
24.691191,,16154275,13149605
24.692147,,16149174,13149199
24.693132,,16145470,13149018
24.694117,,16147599,13151347
24.695102,4287340579,16152617,13155042
24.696058,,16155542,13157087
24.697043,,16154779,13158294
24.698028,,16152503,13157867
24.698984,,16148560,13154658
24.699969,,16149092,13150317
24.700954,,16150775,13148256
24.701940,,16149920,13149839
24.702895,,16148916,13154130
24.705851,4287340978,16153973,13158751
24.706807,,16153459,13158057
24.707792,,16150970,13158205
24.708777,,16152951,13158759
24.709733,,16156344,13157917
24.710718,,16156891,13156124
24.711703,4287341396,16158823,13156927
24.712689,,16158606,13157657
24.713644,,16150864,13155245
24.714629,,16146583,13151607
24.715615,,16145302,13151935
24.716600,,16145742,13155158
24.717555,,16146480,13156739
24.718541,,16146340,13156628
24.719526,4287341741,16148283,13155662
24.720481,,16145961,13152969
24.721467,,16143279,13149546
24.722452,,16144355,13148917
24.723437,,16147212,13149815
24.724393,,16150240,13149539
24.725378,,16150538,13152657
24.726363,,16149672,13157187
24.727349,4287341876,16154032,13157437
24.728304,,16157890,13155784
24.729289,,16154607,13155183
24.730275,,16148919,13156979
24.731230,,16150354,13159321
24.732215,,16149885,13159932
24.733201,,16145694,13159309
24.734186,,16145335,13159059
24.735141,,16148673,13157180
24.736127,4287341849,16152344,13154352
24.737112,,16155358,13154004
24.738097,,16154719,13153648
24.739053,,16156010,13151488
24.740038,,16155317,13152345
24.741023,,16152493,13155279
24.741979,,16154437,13156755
24.742964,,16154824,13157866
24.743949,4287341652,16149239,13157534
24.746875,,16148585,13152345
24.747861,,16150268,13153028
24.748846,,16149916,13154936
24.749801,,16150604,13156092
24.750787,,16154335,13155375
24.751772,4287341335,16154983,13154646
24.752728,,16150060,13155385
24.753713,,16146463,13157470
24.754698,,16149053,13157244
24.755683,,16150384,13154620
24.756639,,16147444,13153194
24.757624,,16147764,13153202
24.758609,,16149734,13151654
24.759595,4287340954,16151889,13150870
24.760550,,16154470,13151690
24.761535,,16156736,13152027
24.762521,,16154770,13151063
24.763476,,16149357,13153617
24.764462,,16148565,13156689
24.765447,,16152408,13155883
24.766432,,16154498,13153774
24.767388,,16153096,13152178
24.768373,4287340455,16152974,13153279
24.769358,,16153952,13155530
24.770343,,16157049,13156497
24.771299,,16160084,13155521
24.772284,,16155560,13152691
24.773270,,16146016,13153773
24.774225,,16142580,13155011
24.775210,,16145189,13155459
24.776196,4287340016,16147239,13155527
24.777181,,16150230,13153205
24.778136,,16151853,13153337
24.779122,,16147649,13156068
24.780107,,16147442,13158763
24.781092,,16150655,13158469
24.782048,,16152655,13156030
24.783033,,16151104,13156742
24.784018,4287339690,16143865,13158593
24.786944,,16155327,13153934
24.787930,,16156726,13154842
24.788885,,16153297,13155351
24.789870,,16150320,13156149
24.790856,,16148985,13158849
24.791841,4287339563,16146454,13160658
24.792796,,16148965,13159489
24.793782,,16156141,13155909
24.794767,,16157530,13152078
24.795722,,16153717,13148659
24.796708,,16145645,13148207
24.797693,,16146072,13153667
24.798678,,16152269,13159435
24.799634,,16158363,13161119
24.800619,4287339653,16151562,13159742
24.801604,,16146689,13161767
24.802590,,16148190,13162757
24.803545,,16142655,13160418
24.804530,,16138709,13159007
24.805516,,16140654,13159338
24.806471,,16146329,13159378
24.807456,,16153718,13157857
24.808442,4287339960,16156591,13157402
24.809427,,16156258,13158625
24.810382,,16156799,13159686
24.811368,,16157200,13159424
24.812353,,16155112,13159078
24.813309,,16153389,13159660
24.814294,,16150580,13158853
24.815279,,16150534,13156982
24.816264,4287340509,16155211,13156135
24.817220,,16160980,13156515
24.818205,,16160862,13158282
24.819190,,16157364,13160196
24.820176,,16157595,13161145
24.821131,,16159253,13162305
24.822116,,16157060,13163204
24.823102,,16154832,13162249
24.824087,4287341114,16153935,13160668
24.826715,,16157753,13165730
24.827013,,16155573,13163974
24.827969,,16155981,13162409
24.828954,,16159419,13163885
24.829939,,16158083,13163144
24.830924,,16155162,13160875
24.831880,,16151483,13160092
24.832865,4287341436,16151469,13159387
24.833851,,16152184,13159638
24.834836,,16152959,13159802
24.835791,,16151818,13158274
24.836777,,16152130,13157197
24.837762,,16155458,13155877
24.838717,,16156620,13156562
24.839703,,16157962,13159374
24.840688,4287341463,16157120,13159890
24.841673,,16155692,13158969
24.842629,,16156884,13157316
24.843614,,16157000,13156159
24.844599,,16154983,13155239
24.845555,,16153779,13156445
24.846540,,16154009,13157095
24.847525,,16151164,13157494
24.848511,4287341260,16147237,13160356
24.849466,,16149392,13161525
24.850451,,16153137,13160407
24.851437,,16154429,13163584
24.852422,,16154989,13164405
24.853377,,16155979,13163646
24.854363,,16153861,13159947
24.855348,,16154127,13155572
24.856333,4287340967,16155132,13154064
24.857289,,16155540,13155612
24.858274,,16152437,13157650
24.859259,,16151395,13156510
24.860215,,16153040,13152570
24.861200,,16151832,13151191
24.862185,,16153120,13153175
24.863171,,16155830,13154745
24.864126,,16153324,13156397
24.866754,4287340657,16147120,13161226
24.867052,,16151319,13161599
24.868037,,16154691,13158971
24.869023,,16152645,13155815
24.870008,,16152737,13153902
24.870963,,16153340,13156119
24.871949,,16151832,13159040
24.872934,4287340561,16150290,13160709
24.873919,,16153477,13162984
24.874875,,16157632,13165862
24.875860,,16156052,13167056
24.876845,,16149176,13164605
24.877801,,16143496,13162454
24.878786,,16142165,13160962
24.879771,,16141118,13160934
24.880757,4287340739,16141788,13161294
24.881712,,16141159,13160511
24.882697,,16136785,13161338
24.883683,,16136039,13161234
24.884668,,16133809,13160246
24.885624,,16137317,13159603
24.886609,,16143947,13158357
24.887594,,16144559,13156853
24.888550,4287341115,16144212,13158745
24.889535,,16146511,13160052
24.890520,,16149222,13160344
24.891505,,16153157,13163489
24.892461,,16159407,13165048
24.893446,,16164969,13163700
24.894432,,16164440,13162687
24.895417,,16162752,13162913
24.896372,,16165292,13163224
24.897358,4287341552,16168420,13159691
24.898343,,16171044,13157848
24.899298,,16169567,13158434
24.900284,,16169366,13159875
24.901269,,16172662,13163665
24.902254,,16174675,13167488
24.903210,,16176102,13167590
24.906166,4287341939,16166312,13163787
24.907121,,16169800,13164915
24.908106,,16172150,13165670
24.909092,,16172872,13164548
24.910047,,16173111,13161691
24.911032,,16170889,13159797
24.912018,,16165974,13157689
24.913003,4287342230,16163124,13159492
24.913958,,16165027,13159956
24.914944,,16166182,13157928
24.915929,,16164301,13155835
24.916914,,16163974,13153636
24.917870,,16162849,13154410
24.918855,,16160323,13159112
24.919840,,16160774,13162498
24.920796,4287342365,16158415,13164872
24.921781,,16156513,13167064
24.922766,,16163271,13166112
24.923752,,16163410,13164103
24.924707,,16160432,13163141
24.925692,,16158552,13163752
24.926678,,16160805,13164438
24.927663,,16161525,13164820
24.928618,,16157924,13164950
24.929604,4287342365,16157404,13163159
24.930589,,16155684,13162424
24.931544,,16150857,13163637
24.932530,,16148063,13165081
24.933515,,16147030,13164240
24.934500,,16147831,13163415
24.935456,,16147880,13163568
24.936441,,16148698,13162514
24.937426,4287342162,16152565,13161152
24.938412,,16154382,13162342
24.939367,,16156231,13162750
24.940352,,16153794,13161981
24.941338,,16151338,13163932
24.942293,,16152332,13167499
24.943278,,16150252,13168909
24.944264,,16149809,13165634
24.947190,4287341877,16145156,13165072
24.948175,,16147030,13163480
24.949160,,16151655,13164107
24.950116,,16156689,13166537
24.951101,,16157697,13166309
24.952086,,16155797,13165284
24.953042,,16155370,13165252
24.954027,4287341655,16158143,13167400
24.955013,,16158072,13168524
24.955998,,16154442,13166778
24.956953,,16152972,13164563
24.957939,,16153787,13163244
24.958924,,16149155,13163095
24.959909,,16147169,13164562
24.960865,,16149282,13166104
24.961850,4287341469,16148797,13167451
24.962835,,16153510,13169262
24.963791,,16156447,13170225
24.964776,,16157180,13170097
24.965761,,16155939,13168837
24.966747,,16156498,13169037
24.967702,,16161177,13168746
24.968687,,16156922,13166910
24.969673,4287341254,16150205,13165959
24.970658,,16149039,13166819
24.971613,,16148092,13168785
24.972599,,16147553,13168201
24.973584,,16148599,13165520
24.974539,,16151344,13163285
24.975525,,16150475,13162341
24.976510,,16151107,13164819
24.977495,4287341019,16153680,13167484
24.978451,,16152748,13168169
24.979436,,16148698,13170152
24.980421,,16144382,13171737
24.981407,,16145112,13173535
24.982362,,16146953,13174060
24.983347,,16147005,13170330
24.984333,,16147597,13165401
24.987259,4287340754,16149562,13164184
24.988244,,16148637,13164219
24.989199,,16146552,13164215
24.990185,,16149654,13165550
24.991170,,16150048,13169157
24.992155,,16151088,13173744
24.993111,,16152304,13172918
24.994096,4287340354,16151112,13169775
24.995081,,16151667,13167424
24.996037,,16151162,13163972
24.997022,,16149830,13165104
24.998007,,16147895,13168585
24.998993,,16144635,13166959
24.999948,,16144044,13162328
25.000933,,16144512,13161012
25.001919,4287339818,16145524,13159986
25.002904,,16152496,13158239
25.003859,,16158877,13161080
25.004845,,16151630,13166012
25.005830,,16144224,13169082
25.006786,,16150639,13172148
25.007771,,16154945,13172921
25.008756,,16150032,13168540
25.009741,4287339395,16146604,13164322
25.010697,,16153010,13160957
25.011682,,16158440,13161360
25.012667,,16153277,13163854
25.013623,,16146541,13166289
25.014608,,16146049,13167855
25.015594,,16151028,13167954
25.016579,,16151903,13167331
25.017534,,16153745,13167029
25.018520,4287339441,16154562,13167207
25.019505,,16152045,13168812
25.020490,,16149459,13169300
25.021446,,16146382,13169002
25.022431,,16147426,13169757
25.023416,,16148663,13169032
25.024372,,16151252,13169722
25.027029,4287339955,16153494,13169639
25.027328,,16152406,13167777
25.028283,,16151317,13167300
25.029268,,16148043,13168359
25.030254,,16143592,13168790
25.031239,,16143827,13168924
25.032194,,16145610,13168729
25.033180,,16143505,13168994
25.034165,4287340526,16144074,13169075
25.035120,,16145749,13168972
25.036106,,16153067,13168969
25.037091,,16154424,13169514
25.038076,,16147417,13169874
25.039032,,16144786,13171402
25.040017,,16148025,13171548
25.041002,,16148316,13170180
25.041988,4287340928,16145655,13170239
25.042943,,16144064,13170950
25.043928,,16146880,13172024
25.044914,,16149027,13172241
25.045869,,16145635,13170939
25.046854,,16142816,13168802
25.047840,,16146423,13169298
25.048825,,16149750,13171277
25.049780,,16154525,13173027
25.050766,4287341286,16156259,13173351
25.051751,,16150193,13173157
25.052736,,16148412,13173102
25.053692,,16149941,13171965
25.054677,,16151060,13171107
25.055662,,16150236,13170918
25.056618,,16151146,13173220
25.057603,,16155742,13176151
25.058588,4287341573,16155944,13176656
25.059574,,16151654,13174594
25.060529,,16147902,13172547
25.061514,,16147353,13172572
25.062500,,16145755,13173878
25.063485,,16145355,13173449
25.064440,,16144171,13171220
25.067396,4287341569,16154862,13168664
25.068352,,16153349,13168345
25.069337,,16152938,13167934
25.070322,,16152825,13167653
25.071278,,16151402,13164339
25.072263,,16149795,13161210
25.073248,,16146150,13160447
25.074234,4287341395,16143123,13163239
25.075189,,16142460,13167205
25.076175,,16144824,13169839
25.077160,,16148792,13171429
25.078115,,16150278,13172162
25.079101,,16148910,13172289
25.080086,,16145487,13172487
25.081071,,16145217,13171769
25.082027,,16144464,13171564
25.083012,4287341177,16142679,13172966
25.083997,,16147594,13172868
25.084982,,16153597,13171145
25.085938,,16151287,13171732
25.086923,,16145931,13172455
25.087909,,16145392,13172641
25.088894,,16146121,13174224
25.089849,,16148959,13174922
25.090835,4287340951,16151117,13173345
25.091820,,16150029,13170404
25.092775,,16149767,13169532
25.093761,,16148267,13172037
25.094746,,16146782,13173125
25.095731,,16147057,13174534
25.096687,,16151180,13176116
25.097672,,16152428,13174299
25.098657,4287340770,16151539,13172260
25.099613,,16155065,13172719
25.100598,,16160759,13175387
25.101583,,16161919,13177967
25.102569,,16161209,13179522
25.103524,,16155669,13178725
25.104509,,16147070,13176034
25.107435,4287340566,16143360,13173395
25.108421,,16147977,13174245
25.109406,,16146584,13176442
25.110361,,16147964,13179080
25.111347,,16146012,13178507
25.112332,,16143054,13178098
25.113317,,16142344,13177667
25.114273,,16144280,13177036
25.115258,4287340610,16147952,13175975
25.116243,,16148694,13175870
25.117229,,16147509,13176388
25.118184,,16146217,13175957
25.119169,,16147981,13175720
25.120155,,16148586,13176419
25.121110,,16149552,13177555
25.122095,,16149422,13178985
25.123081,4287340853,16147834,13178268
25.124066,,16148498,13176167
25.125021,,16148799,13176005
25.126007,,16150444,13177085
25.126992,,16149625,13177635
25.127977,,16146294,13177568
25.128933,,16144959,13177719
25.129918,,16147210,13177686
25.130903,4287341015,16149274,13177102
25.131859,,16149780,13177489
25.132844,,16149580,13176890
25.133829,,16149237,13175502
25.134815,,16145829,13174968
25.135770,,16140559,13174990
25.136756,,16141077,13175840
25.137741,,16147635,13177965
25.138726,4287340981,16154592,13178852
25.139682,,16154483,13180045
25.140667,,16149449,13180960
25.141652,,16147677,13179177
25.142608,,16152642,13175794
25.143593,,16151040,13173250
25.144578,,16146320,13173609
25.145563,,16145642,13176299
25.148161,4287340751,16149228,13181276
25.148490,,16151567,13179635
25.149475,,16151845,13177521
25.150430,,16149107,13175944
25.151416,,16146499,13175674
25.152401,,16145469,13177572
25.153356,,16147837,13179455
25.154342,,16149528,13178469
25.155327,4287340364,16149647,13177551
25.156312,,16147482,13175974
25.157268,,16142520,13174182
25.158253,,16141697,13176010
25.159238,,16144464,13178307
25.160224,,16147976,13179237
25.161179,,16151369,13179264
25.162164,,16150041,13178765
25.163150,4287339784,16149839,13179469
25.164105,,16150098,13180966
25.165090,,16148944,13183345
25.166076,,16149952,13181556
25.167061,,16151407,13177374
25.168016,,16149710,13175069
25.169002,,16150379,13177224
25.169987,,16149088,13181782
25.170942,4287339191,16147345,13181337
25.171928,,16149131,13180560
25.172913,,16153030,13181509
25.173898,,16156150,13181200
25.174854,,16153991,13179969
25.175839,,16152284,13178395
25.176824,,16151300,13178497
25.177810,,16147738,13177487
25.178765,,16147218,13178905
25.179750,4287338861,16146747,13182050
25.180736,,16148239,13179767
25.181721,,16150099,13176923
25.182676,,16145327,13175410
25.183662,,16146853,13172459
25.184647,,16147670,13168822
25.187573,4287338638,16154971,13187143
25.188558,,16156100,13187369
25.189514,,16152533,13185534
25.190499,,16146928,13184059
25.191484,,16143805,13182947
25.192470,,16146050,13181593
25.193425,,16148052,13180314
25.194410,,16150994,13178949
25.195396,4287338504,16149329,13177824
25.196351,,16145612,13176869
25.197337,,16148948,13175484
25.198322,,16152547,13176122
25.199307,,16150697,13178789
25.200263,,16147153,13182300
25.201248,,16147042,13183781
25.202233,,16151255,13183674
25.203218,4287338607,16155578,13181980
25.204174,,16154822,13178938
25.205159,,16151535,13180175
25.206144,,16147899,13182046
25.207100,,16148510,13182056
25.208085,,16146762,13179934
25.209071,,16141094,13179330
25.210056,,16144607,13180607
25.211011,,16149854,13181840
25.211997,4287338916,16151487,13182848
25.212982,,16149859,13182697
25.213967,,16148868,13183494
25.214923,,16150877,13183652
25.215908,,16156034,13180999
25.216893,,16155468,13177975
25.217849,,16152114,13177595
25.218834,,16150185,13178462
25.219819,4287339407,16147570,13178689
25.220805,,16143902,13179022
25.221760,,16144890,13180510
25.222745,,16147043,13181129
25.223731,,16148450,13180014
25.224686,,16147901,13180851
25.227642,4287340026,16145579,13183380
25.228597,,16149672,13182397
25.229583,,16147445,13181844
25.230568,,16144932,13182345
25.231553,,16146013,13183417
25.232509,,16148200,13183338
25.233494,,16147750,13182845
25.234479,,16146739,13181485
25.235435,,16146009,13179737
25.236420,4287340622,16147645,13179669
25.237405,,16150050,13180804
25.238391,,16150364,13180346
25.239346,,16151324,13179877
25.240331,,16151624,13180902
25.241317,,16150932,13180499
25.242302,,16151534,13179663
25.243257,,16150201,13180574
25.244243,4287341051,16150500,13180690
25.245228,,16148299,13178978
25.246183,,16147690,13177967
25.247169,,16148378,13177827
25.248154,,16145547,13178822
25.249139,,16146165,13180129
25.250095,,16144758,13180773
25.251080,,16145064,13181247
25.252065,4287341300,16147297,13182209
25.253051,,16148707,13181729
25.254006,,16147753,13179449
25.254991,,16146022,13178341
25.255977,,16150244,13178083
25.256932,,16149390,13178506
25.257918,,16146685,13179755
25.258903,,16145249,13180485
25.259888,4287341388,16144800,13180522
25.260844,,16147386,13179184
25.261829,,16151890,13176185
25.262814,,16156354,13175802
25.263799,,16153762,13178449
25.264755,,16149455,13182281
25.265740,,16147043,13183930
25.268666,4287341377,16145923,13184678
25.269652,,16145597,13183092
25.270637,,16143135,13178337
25.271592,,16145295,13174464
25.272578,,16147044,13173930
25.273563,,16145400,13176449
25.274548,,16147822,13178762
25.275504,,16149919,13180894
25.276489,4287341344,16148565,13183285
25.277474,,16147038,13181662
25.278430,,16143978,13180554
25.279415,,16144708,13181835
25.280400,,16149035,13181842
25.281386,,16148950,13180695
25.282341,,16147699,13179344
25.283326,,16148065,13177761
25.284312,4287341387,16146641,13178124
25.285297,,16144534,13180961
25.286252,,16145307,13184104
25.287238,,16145026,13183812
25.288223,,16143092,13180937
25.289178,,16143539,13179662
25.290164,,16143710,13181880
25.291149,,16143220,13183170
25.292134,4287341508,16142578,13182697
25.293090,,16144644,13184075
25.294075,,16143300,13186046
25.295060,,16142649,13185300
25.296046,,16145063,13183356
25.297001,,16148621,13181669
25.297986,,16148966,13181671
25.298972,,16151320,13182192
25.299927,,16154991,13180534
25.300912,4287341630,16158322,13179999
25.301898,,16155609,13180247
25.302883,,16150191,13179511
25.303838,,16146017,13179410
25.304824,,16146519,13178845
25.305809,,16151109,13178117
25.308735,4287341621,16151524,13185300
25.309720,,16150809,13186452
25.310676,,16150417,13186494
25.311661,,16151165,13184480
25.312646,,16149070,13181069
25.313632,,16146615,13180495
25.314587,,16143335,13181502
25.315572,,16139628,13181125
25.316558,4287341555,16142977,13180409
25.317543,,16148765,13179194
25.318499,,16151615,13177557
25.319484,,16150218,13177913
25.320469,,16149087,13178699
25.321425,,16152699,13179923
25.322410,,16154780,13182702
25.323395,,16149196,13183940
25.324380,4287341458,16141229,13183515
25.325336,,16138655,13181784
25.326321,,16142300,13180157
25.327306,,16146072,13179177
25.328292,,16146972,13181048
25.329247,,16143911,13184429
25.330233,,16142447,13186261
25.331218,,16147375,13184083
25.332173,,16148319,13178590
25.333159,4287341315,16145756,13175984
25.334144,,16147534,13178544
25.335129,,16150908,13181531
25.336085,,16156672,13181469
25.337070,,16156201,13179927
25.338055,,16152971,13179835
25.339041,,16150297,13181240
25.339996,,16151164,13182702
25.340981,4287341119,16153804,13184652
25.341967,,16152309,13185621
25.342922,,16146328,13185579
25.343907,,16143594,13185453
25.344893,,16142764,13183928
25.345878,,16141587,13183698
25.348804,4287340970,16151298,13179727
25.349789,,16152059,13181011
25.350745,,16150897,13182291
25.351730,,16151549,13181942
25.352715,,16148232,13180652
25.353671,,16145382,13178554
25.354656,,16146436,13179194
25.355641,,16147822,13183457
25.356627,4287340908,16147776,13186433
25.357582,,16146259,13186036
25.358567,,16144312,13184968
25.359553,,16141960,13184839
25.360508,,16144569,13184136
25.361493,,16146999,13183913
25.362479,,16146678,13185469
25.363464,,16148182,13185475
